Time,Container,Status,CPU %,Memory GB
2026-02-14 13:18:03,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:17:38,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:17:38,waha,RUNNING,100.0,0.0
2026-02-14 13:17:38,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:17:38,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:17:38,evolution,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:17:38,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:17:38,gemini,RUNNING,100.0,0.0
2026-02-14 13:17:38,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:17:38,n8n,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:17:38,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:17:38,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:17:38,redis,RUNNING,100.0,0.0
2026-02-14 13:17:38,postgres,RUNNING,100.0,0.0
2026-02-14 13:17:38,adminer,RUNNING,100.0,0.0
2026-02-14 13:17:38,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:17:38,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:17:38,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:17:38,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:17:38,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:17:38,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:17:38,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:17:10,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:17:10,waha,RUNNING,100.0,0.0
2026-02-14 13:17:10,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:17:10,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:17:10,evolution,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:17:10,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:17:10,gemini,RUNNING,100.0,0.0
2026-02-14 13:17:10,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:17:10,n8n,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:17:10,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:17:10,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:17:10,redis,RUNNING,100.0,0.0
2026-02-14 13:17:10,postgres,RUNNING,100.0,0.0
2026-02-14 13:17:10,adminer,RUNNING,100.0,0.0
2026-02-14 13:17:10,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:17:10,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:17:10,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:17:10,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:17:10,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:17:10,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:17:10,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:16:48,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:16:48,waha,RUNNING,100.0,0.0
2026-02-14 13:16:48,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:16:48,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:16:48,evolution,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:16:48,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:16:48,gemini,RUNNING,100.0,0.0
2026-02-14 13:16:48,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:16:48,n8n,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:16:48,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:16:48,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:16:48,redis,RUNNING,100.0,0.0
2026-02-14 13:16:48,postgres,RUNNING,100.0,0.0
2026-02-14 13:16:48,adminer,RUNNING,100.0,0.0
2026-02-14 13:16:48,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:16:48,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:16:48,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:16:48,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:16:48,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:16:48,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:16:48,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:16:24,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:16:24,waha,RUNNING,100.0,0.0
2026-02-14 13:16:24,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:16:24,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:16:24,evolution,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:16:24,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:16:24,gemini,RUNNING,100.0,0.0
2026-02-14 13:16:24,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:16:24,n8n,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:16:24,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:16:24,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:16:24,redis,RUNNING,100.0,0.0
2026-02-14 13:16:24,postgres,RUNNING,100.0,0.0
2026-02-14 13:16:24,adminer,RUNNING,100.0,0.0
2026-02-14 13:16:24,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:16:24,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:16:24,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:16:24,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:16:24,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:16:24,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:16:24,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:16:04,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:16:04,waha,RUNNING,100.0,0.0
2026-02-14 13:16:04,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:16:04,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:16:04,evolution,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:16:04,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:16:04,gemini,RUNNING,100.0,0.0
2026-02-14 13:16:04,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:16:04,n8n,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:16:04,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:16:04,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:16:04,redis,RUNNING,100.0,0.0
2026-02-14 13:16:04,postgres,RUNNING,100.0,0.0
2026-02-14 13:16:04,adminer,RUNNING,100.0,0.0
2026-02-14 13:16:04,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:16:04,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:16:04,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:16:04,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:16:04,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:16:04,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:16:04,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:15:40,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:15:40,waha,RUNNING,100.0,0.0
2026-02-14 13:15:40,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:15:40,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:15:40,evolution,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:15:40,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:15:40,gemini,RUNNING,100.0,0.0
2026-02-14 13:15:40,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:15:40,n8n,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:15:40,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:15:40,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:15:40,redis,RUNNING,100.0,0.0
2026-02-14 13:15:40,postgres,RUNNING,100.0,0.0
2026-02-14 13:15:40,adminer,RUNNING,100.0,0.0
2026-02-14 13:15:40,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:15:40,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:15:40,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:15:40,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:15:40,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:15:40,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:15:40,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:15:18,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:15:18,waha,RUNNING,100.0,0.0
2026-02-14 13:15:18,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:15:18,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:15:18,evolution,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:15:18,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:15:18,gemini,RUNNING,100.0,0.0
2026-02-14 13:15:18,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:15:18,n8n,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:15:18,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:15:18,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:15:18,redis,RUNNING,100.0,0.0
2026-02-14 13:15:18,postgres,RUNNING,100.0,0.0
2026-02-14 13:15:18,adminer,RUNNING,100.0,0.0
2026-02-14 13:15:18,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:15:18,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:15:18,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:15:18,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:15:18,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:15:18,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:15:18,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:14:54,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:14:54,waha,RUNNING,100.0,0.0
2026-02-14 13:14:54,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:14:54,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:14:54,evolution,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:14:54,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:14:54,gemini,RUNNING,100.0,0.0
2026-02-14 13:14:54,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:14:54,n8n,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:14:54,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:14:54,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:14:54,redis,RUNNING,100.0,0.0
2026-02-14 13:14:54,postgres,RUNNING,100.0,0.0
2026-02-14 13:14:54,adminer,RUNNING,100.0,0.0
2026-02-14 13:14:54,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:14:54,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:14:54,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:14:54,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:14:54,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:14:54,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:14:54,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:14:30,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:14:30,waha,RUNNING,100.0,0.0
2026-02-14 13:14:30,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:14:30,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:14:30,evolution,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:14:30,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:14:30,gemini,RUNNING,100.0,0.0
2026-02-14 13:14:30,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:14:30,n8n,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:14:30,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:14:30,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:14:30,redis,RUNNING,100.0,0.0
2026-02-14 13:14:30,postgres,RUNNING,100.0,0.0
2026-02-14 13:14:30,adminer,RUNNING,100.0,0.0
2026-02-14 13:14:30,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:14:30,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:14:30,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:14:30,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:14:30,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:14:30,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:14:30,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:14:05,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:14:05,waha,RUNNING,100.0,0.0
2026-02-14 13:14:05,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:14:05,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:14:05,evolution,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:14:05,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:14:05,gemini,RUNNING,100.0,0.0
2026-02-14 13:14:05,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:14:05,n8n,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:14:05,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:14:05,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:14:05,redis,RUNNING,100.0,0.0
2026-02-14 13:14:05,postgres,RUNNING,100.0,0.0
2026-02-14 13:14:05,adminer,RUNNING,100.0,0.0
2026-02-14 13:14:05,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:14:05,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:14:05,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:14:05,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:14:05,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:14:05,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:14:05,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:13:38,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:13:38,waha,RUNNING,100.0,0.0
2026-02-14 13:13:38,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:13:38,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:13:38,evolution,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:13:38,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:13:38,gemini,RUNNING,100.0,0.0
2026-02-14 13:13:38,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:13:38,n8n,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:13:38,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:13:38,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:13:38,redis,RUNNING,100.0,0.0
2026-02-14 13:13:38,postgres,RUNNING,100.0,0.0
2026-02-14 13:13:38,adminer,RUNNING,100.0,0.0
2026-02-14 13:13:38,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:13:38,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:13:38,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:13:38,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:13:38,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:13:38,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:13:38,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:13:25,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:13:25,waha,RUNNING,100.0,0.0
2026-02-14 13:13:25,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:13:25,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:13:25,evolution,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:13:25,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:13:25,gemini,RUNNING,100.0,0.0
2026-02-14 13:13:25,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:13:25,n8n,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:13:25,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:13:25,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:13:25,redis,RUNNING,100.0,0.0
2026-02-14 13:13:25,postgres,RUNNING,100.0,0.0
2026-02-14 13:13:25,adminer,RUNNING,100.0,0.0
2026-02-14 13:13:25,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:13:25,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:13:25,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:13:25,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:13:25,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:13:25,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:13:25,db_proxy,RUNNING,100.0,0.0
2026-02-14 13:13:10,cadvisor,RUNNING,100.0,0.0
2026-02-14 13:13:10,waha,RUNNING,100.0,0.0
2026-02-14 13:13:10,app_proxy,RUNNING,100.0,0.0
2026-02-14 13:13:10,chatwoot_redisV2,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-rest,RUNNING,100.0,0.0
2026-02-14 13:13:10,evolution,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-imgproxy,RUNNING,100.0,0.0
2026-02-14 13:13:10,chatwoot_postgresV2,RUNNING,100.0,0.0
2026-02-14 13:13:10,gemini,RUNNING,100.0,0.0
2026-02-14 13:13:10,realtime-dev.supabase-realtime,RUNNING,100.0,0.0
2026-02-14 13:13:10,n8n,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-auth,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-edge-functions,RUNNING,100.0,0.0
2026-02-14 13:13:10,n8n_redis,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-vector,RUNNING,100.0,0.0
2026-02-14 13:13:10,chatwoot_sidekiq,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-db,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-kong,RUNNING,100.0,0.0
2026-02-14 13:13:10,redis,RUNNING,100.0,0.0
2026-02-14 13:13:10,postgres,RUNNING,100.0,0.0
2026-02-14 13:13:10,adminer,RUNNING,100.0,0.0
2026-02-14 13:13:10,chatwoot_sidekiqV2,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-storage,RUNNING,100.0,0.0
2026-02-14 13:13:10,chatwoot_postgres,RUNNING,100.0,0.0
2026-02-14 13:13:10,n8n_postgres,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-analytics,RUNNING,100.0,0.0
2026-02-14 13:13:10,n8n_pgvector,RUNNING,100.0,0.0
2026-02-14 13:13:10,chatwoot_redis,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-meta,RUNNING,100.0,0.0
2026-02-14 13:13:10,supabase-studio,RUNNING,100.0,0.0
2026-02-14 13:13:10,db_proxy,RUNNING,100.0,0.0
