id,vps_ip,vps_name,timestamp,status,latency_ms,cpu_percent,ram_percent,disk_percent
28627,217.76.58.149,9rounds,1771095563,UP,3818.65,100.0,29.43,22.52
28626,82.25.84.232,Hostinger,1771095561,UP,659.28,75.02,54.42,65.04
28620,147.93.179.212,1001Talleres,1771095560,UP,600.4,100.0,28.53,27.55
28621,154.38.191.23,Autocom,1771095560,UP,866.18,100.0,28.77,26.89
28622,154.38.191.168,Hyundai,1771095560,UP,915.57,18.4,27.95,30.23
28623,194.163.160.139,Quitomotors,1771095560,UP,895.47,100.0,11.11,11.12
28624,109.199.117.80,Armacar,1771095560,UP,921.6,100.0,27.04,15.3
28625,62.84.187.169,Kia,1771095560,UP,948.36,100.0,27.52,33.84
28618,192.168.100.33,IA LOCAL,1771095559,UP,167.77,0.03,2.2,18.32
28619,192.168.100.71,AGENTE C1 ,1771095559,UP,81.93,0.11,6.99,11.1
28617,217.76.58.149,9rounds,1771095556,UP,3824.0,100.0,29.41,22.52
28616,82.25.84.232,Hostinger,1771095540,UP,512.18,75.02,54.33,65.04
28608,154.38.191.168,Hyundai,1771095539,UP,615.77,18.4,28.12,30.23
28609,192.168.100.71,AGENTE C1 ,1771095539,UP,54.09,0.11,7.01,11.1
28610,192.168.100.33,IA LOCAL,1771095539,UP,139.18,0.03,2.21,18.32
28611,62.84.187.169,Kia,1771095539,UP,819.48,100.0,27.54,33.84
28612,109.199.117.80,Armacar,1771095539,UP,831.76,100.0,27.09,15.3
28613,194.163.160.139,Quitomotors,1771095539,UP,863.7,100.0,11.75,11.12
28614,147.93.179.212,1001Talleres,1771095539,UP,422.67,100.0,28.56,27.55
28615,154.38.191.23,Autocom,1771095539,UP,735.74,100.0,28.94,26.89
28604,147.93.179.212,1001Talleres,1771095538,DOWN,,,,
28605,192.168.100.33,IA LOCAL,1771095538,DOWN,,,,
28606,154.38.191.23,Autocom,1771095538,DOWN,,,,
28607,192.168.100.71,AGENTE C1 ,1771095538,DOWN,,,,
28603,217.76.58.149,9rounds,1771095534,DOWN,,,,
28602,82.25.84.232,Hostinger,1771095520,UP,934.53,75.02,54.54,65.04
28598,154.38.191.168,Hyundai,1771095518,UP,1209.1,18.4,28.2,30.23
28599,62.84.187.169,Kia,1771095518,UP,1313.37,100.0,27.88,33.84
28600,194.163.160.139,Quitomotors,1771095518,UP,1274.5,100.0,11.23,11.12
28601,109.199.117.80,Armacar,1771095518,UP,1368.18,100.0,27.13,15.3
28594,192.168.100.33,IA LOCAL,1771095517,UP,654.0,0.03,2.21,18.32
28595,147.93.179.212,1001Talleres,1771095517,UP,974.67,100.0,28.6,27.55
28596,192.168.100.71,AGENTE C1 ,1771095517,UP,586.41,0.11,7.0,11.1
28597,154.38.191.23,Autocom,1771095517,UP,1133.62,100.0,28.85,26.89
28585,154.38.191.23,Autocom,1771095514,DOWN,,,,
28586,194.163.160.139,Quitomotors,1771095514,DOWN,,,,
28587,82.25.84.232,Hostinger,1771095514,DOWN,,,,
28588,109.199.117.80,Armacar,1771095514,DOWN,,,,
28589,154.38.191.168,Hyundai,1771095514,DOWN,,,,
28590,192.168.100.71,AGENTE C1 ,1771095514,DOWN,,,,
28591,62.84.187.169,Kia,1771095514,DOWN,,,,
28592,147.93.179.212,1001Talleres,1771095514,DOWN,,,,
28593,192.168.100.33,IA LOCAL,1771095514,DOWN,,,,
28584,217.76.58.149,9rounds,1771095508,DOWN,,,,
28583,82.25.84.232,Hostinger,1771095491,UP,746.78,75.02,54.41,65.04
28577,147.93.179.212,1001Talleres,1771095490,UP,681.05,100.0,28.64,27.55
28578,154.38.191.23,Autocom,1771095490,UP,799.36,100.0,28.8,26.89
28579,154.38.191.168,Hyundai,1771095490,UP,891.46,18.4,28.11,30.23
28580,194.163.160.139,Quitomotors,1771095490,UP,866.27,100.0,11.2,11.12
28581,109.199.117.80,Armacar,1771095490,UP,890.99,100.0,26.99,15.3
28582,62.84.187.169,Kia,1771095490,UP,923.47,100.0,27.45,33.84
28575,192.168.100.33,IA LOCAL,1771095489,UP,581.03,0.03,2.21,18.32
28576,192.168.100.71,AGENTE C1 ,1771095489,UP,579.53,0.11,7.02,11.1
28574,217.76.58.149,9rounds,1771095485,UP,4691.07,100.0,29.35,22.52
28573,82.25.84.232,Hostinger,1771095476,UP,512.72,75.02,54.74,65.04
28567,147.93.179.212,1001Talleres,1771095475,UP,501.54,100.0,28.54,27.55
28568,154.38.191.168,Hyundai,1771095475,UP,609.57,18.4,28.16,30.23
28569,154.38.191.23,Autocom,1771095475,UP,625.31,100.0,28.94,26.89
28570,109.199.117.80,Armacar,1771095475,UP,809.0,100.0,27.12,15.3
28571,194.163.160.139,Quitomotors,1771095475,UP,856.93,100.0,11.31,11.12
28572,62.84.187.169,Kia,1771095475,UP,930.41,100.0,27.64,33.84
28565,192.168.100.71,AGENTE C1 ,1771095474,UP,57.81,0.11,6.98,11.1
28566,192.168.100.33,IA LOCAL,1771095474,UP,152.23,0.03,2.21,18.32
28564,217.76.58.149,9rounds,1771095465,UP,2987.59,100.0,29.37,22.52
28560,194.163.160.139,Quitomotors,1771095463,UP,796.4,100.0,11.25,11.12
28561,109.199.117.80,Armacar,1771095463,UP,810.71,100.0,26.97,15.3
28562,62.84.187.169,Kia,1771095463,UP,952.27,100.0,27.67,33.84
28563,82.25.84.232,Hostinger,1771095463,UP,483.68,75.02,54.58,65.04
28555,192.168.100.71,AGENTE C1 ,1771095462,UP,56.59,0.11,6.99,11.1
28556,192.168.100.33,IA LOCAL,1771095462,UP,151.59,0.03,2.2,18.32
28557,147.93.179.212,1001Talleres,1771095462,UP,479.49,100.0,28.53,27.55
28558,154.38.191.23,Autocom,1771095462,UP,658.73,100.0,28.81,26.89
28559,154.38.191.168,Hyundai,1771095462,UP,694.17,18.4,28.05,30.23
28554,217.76.58.149,9rounds,1771095458,UP,1948.52,100.0,29.43,22.52
28550,194.163.160.139,Quitomotors,1771095450,UP,814.47,100.0,11.28,11.12
28551,109.199.117.80,Armacar,1771095450,UP,856.26,100.0,27.27,15.3
28552,62.84.187.169,Kia,1771095450,UP,899.75,100.0,28.23,33.84
28553,82.25.84.232,Hostinger,1771095450,UP,532.59,75.02,54.37,65.04
28545,192.168.100.71,AGENTE C1 ,1771095449,UP,59.0,0.11,7.0,11.1
28546,192.168.100.33,IA LOCAL,1771095449,UP,147.31,0.03,2.21,18.32
28547,147.93.179.212,1001Talleres,1771095449,UP,498.52,100.0,28.56,27.55
28548,154.38.191.23,Autocom,1771095449,UP,652.54,100.0,28.9,26.89
28549,154.38.191.168,Hyundai,1771095449,UP,700.67,18.4,28.16,30.23
28544,217.76.58.149,9rounds,1771095446,UP,5498.68,100.0,29.53,22.52
28543,82.25.84.232,Hostinger,1771095435,UP,677.68,75.02,54.56,65.04
28537,147.93.179.212,1001Talleres,1771095434,UP,577.81,100.0,28.66,27.55
28538,154.38.191.168,Hyundai,1771095434,UP,763.96,18.4,27.96,30.23
28539,154.38.191.23,Autocom,1771095434,UP,792.91,100.0,28.8,26.89
28540,109.199.117.80,Armacar,1771095434,UP,784.1,100.0,27.05,15.3
28541,194.163.160.139,Quitomotors,1771095434,UP,777.04,100.0,11.43,11.12
28542,62.84.187.169,Kia,1771095434,UP,899.05,100.0,27.58,33.84
28535,192.168.100.71,AGENTE C1 ,1771095433,UP,62.77,0.11,7.01,11.1
28536,192.168.100.33,IA LOCAL,1771095433,UP,157.79,0.03,2.21,18.32
28534,217.76.58.149,9rounds,1771095424,UP,4463.82,100.0,29.37,22.52
28533,82.25.84.232,Hostinger,1771095422,UP,674.49,75.01,54.55,65.04
28527,147.93.179.212,1001Talleres,1771095420,UP,492.58,100.0,28.67,27.55
28528,154.38.191.23,Autocom,1771095420,UP,690.3,100.0,28.92,26.89
28529,194.163.160.139,Quitomotors,1771095420,UP,748.04,100.0,11.21,11.12
28530,109.199.117.80,Armacar,1771095420,UP,829.46,100.0,26.96,15.3
28531,62.84.187.169,Kia,1771095420,UP,884.33,100.0,27.65,33.84
28532,154.38.191.168,Hyundai,1771095420,UP,1091.57,18.4,28.19,30.23
28525,192.168.100.71,AGENTE C1 ,1771095419,UP,57.67,0.11,7.03,11.1
28526,192.168.100.33,IA LOCAL,1771095419,UP,147.53,0.03,2.21,18.32
28524,217.76.58.149,9rounds,1771095416,DOWN,,,,
28521,194.163.160.139,Quitomotors,1771095400,UP,913.21,100.0,11.39,11.12
28522,109.199.117.80,Armacar,1771095400,UP,945.29,100.0,27.04,15.3
28523,82.25.84.232,Hostinger,1771095400,UP,617.27,75.01,54.35,65.04
28515,192.168.100.33,IA LOCAL,1771095399,UP,210.8,0.03,2.21,18.32
28516,192.168.100.71,AGENTE C1 ,1771095399,UP,128.86,0.11,7.0,11.1
28517,147.93.179.212,1001Talleres,1771095399,UP,626.68,100.0,28.7,27.55
28518,154.38.191.168,Hyundai,1771095399,UP,736.57,18.4,28.2,30.23
28519,154.38.191.23,Autocom,1771095399,UP,869.89,100.0,28.86,26.89
28520,62.84.187.169,Kia,1771095399,UP,899.53,100.0,27.68,33.84
28506,154.38.191.168,Hyundai,1771095396,DOWN,,,,
28507,147.93.179.212,1001Talleres,1771095396,DOWN,,,,
28508,154.38.191.23,Autocom,1771095396,DOWN,,,,
28509,62.84.187.169,Kia,1771095396,DOWN,,,,
28510,192.168.100.71,AGENTE C1 ,1771095396,DOWN,,,,
28511,109.199.117.80,Armacar,1771095396,DOWN,,,,
28512,82.25.84.232,Hostinger,1771095396,DOWN,,,,
28513,194.163.160.139,Quitomotors,1771095396,DOWN,,,,
28514,192.168.100.33,IA LOCAL,1771095396,DOWN,,,,
28505,217.76.58.149,9rounds,1771095391,DOWN,,,,
28502,109.199.117.80,Armacar,1771095374,UP,904.27,100.0,27.15,15.3
28503,62.84.187.169,Kia,1771095374,UP,954.49,100.0,27.67,33.84
28504,82.25.84.232,Hostinger,1771095374,UP,439.58,75.01,54.31,65.04
28497,192.168.100.33,IA LOCAL,1771095373,UP,129.39,0.03,2.21,18.32
28498,147.93.179.212,1001Talleres,1771095373,UP,412.23,100.0,28.79,27.55
28499,154.38.191.23,Autocom,1771095373,UP,689.12,100.0,28.83,26.89
28500,154.38.191.168,Hyundai,1771095373,UP,870.36,18.4,28.11,30.23
28501,194.163.160.139,Quitomotors,1771095373,UP,702.64,100.0,11.29,11.12
28496,192.168.100.71,AGENTE C1 ,1771095372,UP,79.06,0.11,6.98,11.1
28487,109.199.117.80,Armacar,1771095371,DOWN,,,,
28488,147.93.179.212,1001Talleres,1771095371,DOWN,,,,
28489,154.38.191.168,Hyundai,1771095371,DOWN,,,,
28490,192.168.100.71,AGENTE C1 ,1771095371,DOWN,,,,
28491,154.38.191.23,Autocom,1771095371,DOWN,,,,
28492,192.168.100.33,IA LOCAL,1771095371,DOWN,,,,
28493,194.163.160.139,Quitomotors,1771095371,DOWN,,,,
28494,62.84.187.169,Kia,1771095371,DOWN,,,,
28495,82.25.84.232,Hostinger,1771095371,DOWN,,,,
28486,217.76.58.149,9rounds,1771095366,DOWN,,,,
28484,109.199.117.80,Armacar,1771095349,UP,918.32,100.0,27.21,15.3
28485,82.25.84.232,Hostinger,1771095349,UP,525.94,75.01,54.36,65.04
28479,147.93.179.212,1001Talleres,1771095348,UP,473.29,100.0,28.6,27.55
28480,154.38.191.168,Hyundai,1771095348,UP,685.52,18.4,28.04,30.23
28481,154.38.191.23,Autocom,1771095348,UP,831.06,100.0,28.88,26.89
28482,194.163.160.139,Quitomotors,1771095348,UP,795.89,100.0,11.3,11.12
28483,62.84.187.169,Kia,1771095348,UP,860.41,100.0,27.58,33.84
28477,192.168.100.71,AGENTE C1 ,1771095347,UP,62.3,0.11,6.98,11.1
28478,192.168.100.33,IA LOCAL,1771095347,UP,148.15,0.03,2.21,18.32
28476,217.76.58.149,9rounds,1771095340,UP,5337.75,100.0,29.18,22.52
28472,194.163.160.139,Quitomotors,1771095336,UP,817.22,100.0,11.17,11.12
28473,109.199.117.80,Armacar,1771095336,UP,870.2,100.0,27.25,15.3
28474,62.84.187.169,Kia,1771095336,UP,1159.9,100.0,27.57,33.84
28475,82.25.84.232,Hostinger,1771095336,UP,584.8,75.01,54.36,65.04
28467,192.168.100.71,AGENTE C1 ,1771095335,UP,60.78,0.11,7.01,11.1
28468,192.168.100.33,IA LOCAL,1771095335,UP,150.38,0.03,2.21,18.32
28469,147.93.179.212,1001Talleres,1771095335,UP,539.7,100.0,28.44,27.55
28470,154.38.191.23,Autocom,1771095335,UP,698.94,100.0,28.86,26.89
28471,154.38.191.168,Hyundai,1771095335,UP,763.67,18.4,28.2,30.23
28466,217.76.58.149,9rounds,1771095325,UP,3889.88,100.0,29.21,22.52
28465,82.25.84.232,Hostinger,1771095324,UP,459.61,75.01,54.75,65.04
28462,154.38.191.168,Hyundai,1771095323,UP,638.83,18.4,28.05,30.23
28463,194.163.160.139,Quitomotors,1771095323,UP,730.9,100.0,11.2,11.12
28464,62.84.187.169,Kia,1771095323,UP,913.77,100.0,27.6,33.84
28458,192.168.100.33,IA LOCAL,1771095322,UP,154.43,0.03,2.2,18.32
28459,109.199.117.80,Armacar,1771095322,UP,761.36,100.0,27.26,15.3
28460,154.38.191.23,Autocom,1771095322,UP,654.88,100.0,28.82,26.89
28461,147.93.179.212,1001Talleres,1771095322,UP,456.19,100.0,28.66,27.55
28457,192.168.100.71,AGENTE C1 ,1771095321,UP,66.92,0.11,7.0,11.1
28448,147.93.179.212,1001Talleres,1771095320,DOWN,,,,
28449,192.168.100.33,IA LOCAL,1771095320,DOWN,,,,
28450,192.168.100.71,AGENTE C1 ,1771095320,DOWN,,,,
28451,62.84.187.169,Kia,1771095320,DOWN,,,,
28452,154.38.191.23,Autocom,1771095320,DOWN,,,,
28453,194.163.160.139,Quitomotors,1771095320,DOWN,,,,
28454,82.25.84.232,Hostinger,1771095320,DOWN,,,,
28455,109.199.117.80,Armacar,1771095320,DOWN,,,,
28456,154.38.191.168,Hyundai,1771095320,DOWN,,,,
28447,217.76.58.149,9rounds,1771095315,DOWN,,,,
28446,82.25.84.232,Hostinger,1771095296,UP,599.41,75.01,55.13,65.04
28440,147.93.179.212,1001Talleres,1771095295,UP,571.26,100.0,28.6,27.55
28441,154.38.191.168,Hyundai,1771095295,UP,689.32,18.4,28.0,30.23
28442,154.38.191.23,Autocom,1771095295,UP,860.27,100.0,28.94,26.89
28443,62.84.187.169,Kia,1771095295,UP,868.1,100.0,27.59,33.84
28444,194.163.160.139,Quitomotors,1771095295,UP,869.79,100.0,11.31,11.12
28445,109.199.117.80,Armacar,1771095295,UP,865.09,100.0,27.1,15.3
28438,192.168.100.71,AGENTE C1 ,1771095294,UP,61.95,0.11,7.0,11.1
28439,192.168.100.33,IA LOCAL,1771095294,UP,159.85,0.03,2.2,18.32
28437,217.76.58.149,9rounds,1771095287,UP,4946.45,100.0,29.13,22.52
28435,62.84.187.169,Kia,1771095283,UP,884.41,100.0,27.64,33.84
28436,82.25.84.232,Hostinger,1771095283,UP,630.64,75.01,54.57,65.04
28430,147.93.179.212,1001Talleres,1771095282,UP,542.55,100.0,28.69,27.55
28431,154.38.191.168,Hyundai,1771095282,UP,762.91,18.4,28.09,30.23
28432,154.38.191.23,Autocom,1771095282,UP,843.01,100.0,28.75,26.89
28433,194.163.160.139,Quitomotors,1771095282,UP,773.93,100.0,11.34,11.12
28434,109.199.117.80,Armacar,1771095282,UP,838.19,100.0,27.05,15.3
28428,192.168.100.71,AGENTE C1 ,1771095281,UP,61.84,0.11,7.0,11.1
28429,192.168.100.33,IA LOCAL,1771095281,UP,149.59,0.03,2.2,18.32
28427,217.76.58.149,9rounds,1771095273,UP,5947.27,100.0,29.21,22.52
28426,82.25.84.232,Hostinger,1771095271,UP,434.52,75.01,54.42,65.04
28423,154.38.191.23,Autocom,1771095270,UP,752.33,100.0,28.86,26.89
28424,109.199.117.80,Armacar,1771095270,UP,792.2,100.0,27.01,15.3
28425,194.163.160.139,Quitomotors,1771095270,UP,691.33,100.0,11.26,11.12
28419,192.168.100.33,IA LOCAL,1771095269,UP,135.37,0.03,2.2,18.32
28420,154.38.191.168,Hyundai,1771095269,UP,685.69,18.4,28.25,30.23
28421,147.93.179.212,1001Talleres,1771095269,UP,394.73,100.0,28.78,27.55
28422,62.84.187.169,Kia,1771095269,UP,803.41,100.0,27.71,33.84
28418,192.168.100.71,AGENTE C1 ,1771095268,UP,52.25,0.11,7.0,11.1
28409,192.168.100.71,AGENTE C1 ,1771095267,DOWN,,,,
28410,62.84.187.169,Kia,1771095267,DOWN,,,,
28411,147.93.179.212,1001Talleres,1771095267,DOWN,,,,
28412,194.163.160.139,Quitomotors,1771095267,DOWN,,,,
28413,192.168.100.33,IA LOCAL,1771095267,DOWN,,,,
28414,154.38.191.23,Autocom,1771095267,DOWN,,,,
28415,154.38.191.168,Hyundai,1771095267,DOWN,,,,
28416,109.199.117.80,Armacar,1771095267,DOWN,,,,
28417,82.25.84.232,Hostinger,1771095267,DOWN,,,,
28408,217.76.58.149,9rounds,1771095263,DOWN,,,,
28405,154.38.191.23,Autocom,1771095246,UP,751.62,100.0,28.86,26.89
28406,154.38.191.168,Hyundai,1771095246,UP,801.06,18.4,28.01,30.23
28407,82.25.84.232,Hostinger,1771095246,UP,567.71,75.01,54.28,65.04
28399,192.168.100.33,IA LOCAL,1771095245,UP,130.27,0.03,2.2,18.32
28400,192.168.100.71,AGENTE C1 ,1771095245,UP,46.13,0.11,6.99,11.1
28401,194.163.160.139,Quitomotors,1771095245,UP,836.6,100.0,11.23,11.12
28402,109.199.117.80,Armacar,1771095245,UP,1033.51,100.0,27.42,15.3
28403,62.84.187.169,Kia,1771095245,UP,1066.84,100.0,27.83,33.84
28404,147.93.179.212,1001Talleres,1771095245,UP,421.96,100.0,29.04,27.55
28394,147.93.179.212,1001Talleres,1771095244,DOWN,,,,
28395,192.168.100.33,IA LOCAL,1771095244,DOWN,,,,
28396,192.168.100.71,AGENTE C1 ,1771095244,DOWN,,,,
28397,154.38.191.168,Hyundai,1771095244,DOWN,,,,
28398,154.38.191.23,Autocom,1771095244,DOWN,,,,
28393,217.76.58.149,9rounds,1771095240,UP,2927.99,100.0,29.36,22.52
28389,194.163.160.139,Quitomotors,1771095224,UP,788.26,100.0,11.44,11.12
28390,62.84.187.169,Kia,1771095224,UP,918.57,100.0,27.57,33.84
28391,109.199.117.80,Armacar,1771095224,UP,1083.77,100.0,27.25,15.3
28392,82.25.84.232,Hostinger,1771095224,UP,551.08,75.01,54.22,65.04
28384,192.168.100.71,AGENTE C1 ,1771095223,UP,67.8,0.11,6.99,11.1
28385,192.168.100.33,IA LOCAL,1771095223,UP,156.34,0.03,2.2,18.32
28386,147.93.179.212,1001Talleres,1771095223,UP,556.49,100.0,28.68,27.55
28387,154.38.191.168,Hyundai,1771095223,UP,678.78,18.4,28.02,30.23
28388,154.38.191.23,Autocom,1771095223,UP,693.92,100.0,28.86,26.89
28383,82.25.84.232,Hostinger,1771095212,UP,593.41,75.01,54.19,65.04
28382,62.84.187.169,Kia,1771095211,UP,943.05,100.0,27.68,33.84
28378,217.76.58.149,9rounds,1771095210,UP,3661.41,100.0,29.32,22.52
28379,109.199.117.80,Armacar,1771095210,UP,928.42,100.0,27.14,15.3
28380,154.38.191.23,Autocom,1771095210,UP,835.38,100.0,28.84,26.89
28381,194.163.160.139,Quitomotors,1771095210,UP,856.6,100.0,11.37,11.12
28375,154.38.191.168,Hyundai,1771095209,UP,766.29,18.4,28.12,30.23
28376,147.93.179.212,1001Talleres,1771095209,UP,541.96,100.0,28.52,27.55
28377,192.168.100.71,AGENTE C1 ,1771095209,UP,121.85,0.11,6.99,11.1
28374,192.168.100.33,IA LOCAL,1771095208,UP,205.28,0.03,2.2,18.32
28365,109.199.117.80,Armacar,1771095205,DOWN,,,,
28366,192.168.100.33,IA LOCAL,1771095205,DOWN,,,,
28367,147.93.179.212,1001Talleres,1771095205,DOWN,,,,
28368,194.163.160.139,Quitomotors,1771095205,DOWN,,,,
28369,154.38.191.168,Hyundai,1771095205,DOWN,,,,
28370,62.84.187.169,Kia,1771095205,DOWN,,,,
28371,154.38.191.23,Autocom,1771095205,DOWN,,,,
28372,82.25.84.232,Hostinger,1771095205,DOWN,,,,
28373,192.168.100.71,AGENTE C1 ,1771095205,DOWN,,,,
28364,217.76.58.149,9rounds,1771095200,DOWN,,,,
28363,82.25.84.232,Hostinger,1771095184,UP,690.57,75.01,54.37,65.04
28361,109.199.117.80,Armacar,1771095183,UP,1005.08,100.0,27.22,15.3
28362,62.84.187.169,Kia,1771095183,UP,1186.03,100.0,27.82,33.84
28357,147.93.179.212,1001Talleres,1771095182,UP,560.61,100.0,28.95,27.55
28358,154.38.191.168,Hyundai,1771095182,UP,696.23,18.4,28.1,30.23
28359,154.38.191.23,Autocom,1771095182,UP,789.25,100.0,28.85,26.89
28360,194.163.160.139,Quitomotors,1771095182,UP,844.8,100.0,11.28,11.12
28355,192.168.100.71,AGENTE C1 ,1771095181,UP,63.96,0.11,7.0,11.1
28356,192.168.100.33,IA LOCAL,1771095181,UP,152.17,0.03,2.21,18.32
28354,217.76.58.149,9rounds,1771095173,UP,3638.0,100.0,29.33,22.52
28350,194.163.160.139,Quitomotors,1771095170,UP,878.87,100.0,11.3,11.12
28351,62.84.187.169,Kia,1771095170,UP,899.5,100.0,27.52,33.84
28352,109.199.117.80,Armacar,1771095170,UP,897.88,100.0,27.14,15.3
28353,82.25.84.232,Hostinger,1771095170,UP,662.72,75.01,54.61,65.04
28345,192.168.100.33,IA LOCAL,1771095169,UP,169.0,0.03,2.2,18.32
28346,192.168.100.71,AGENTE C1 ,1771095169,UP,80.04,0.11,6.96,11.1
28347,147.93.179.212,1001Talleres,1771095169,UP,588.34,100.0,28.61,27.55
28348,154.38.191.168,Hyundai,1771095169,UP,832.36,18.4,28.07,30.23
28349,154.38.191.23,Autocom,1771095169,UP,852.48,100.0,28.87,26.89
28344,217.76.58.149,9rounds,1771095160,UP,3698.95,100.0,29.32,22.52
28343,82.25.84.232,Hostinger,1771095158,UP,581.09,75.01,54.37,65.04
28337,147.93.179.212,1001Talleres,1771095157,UP,589.87,100.0,28.64,27.55
28338,154.38.191.23,Autocom,1771095157,UP,740.33,100.0,28.83,26.89
28339,154.38.191.168,Hyundai,1771095157,UP,737.31,18.4,28.11,30.23
28340,109.199.117.80,Armacar,1771095157,UP,844.54,100.0,26.98,15.3
28341,194.163.160.139,Quitomotors,1771095157,UP,866.76,100.0,11.31,11.12
28342,62.84.187.169,Kia,1771095157,UP,890.62,100.0,27.76,33.84
28335,192.168.100.33,IA LOCAL,1771095156,UP,158.9,0.03,2.2,18.32
28336,192.168.100.71,AGENTE C1 ,1771095156,UP,67.53,0.11,6.97,11.1
28334,217.76.58.149,9rounds,1771095147,UP,3544.69,100.0,29.33,22.52
28332,62.84.187.169,Kia,1771095145,UP,1004.38,100.0,27.75,33.84
28333,82.25.84.232,Hostinger,1771095145,UP,514.45,75.01,54.82,65.04
28327,147.93.179.212,1001Talleres,1771095144,UP,548.54,100.0,28.59,27.55
28328,154.38.191.23,Autocom,1771095144,UP,633.56,100.0,28.79,26.89
28329,154.38.191.168,Hyundai,1771095144,UP,703.11,18.4,28.16,30.23
28330,194.163.160.139,Quitomotors,1771095144,UP,825.1,100.0,11.27,11.12
28331,109.199.117.80,Armacar,1771095144,UP,895.9,100.0,27.2,15.3
28325,192.168.100.71,AGENTE C1 ,1771095143,UP,56.13,0.11,6.99,11.1
28326,192.168.100.33,IA LOCAL,1771095143,UP,151.66,0.03,2.2,18.32
28324,217.76.58.149,9rounds,1771095134,UP,4667.6,100.0,29.28,22.52
28320,194.163.160.139,Quitomotors,1771095132,UP,742.91,100.0,11.23,11.12
28321,109.199.117.80,Armacar,1771095132,UP,804.82,100.0,27.05,15.3
28322,62.84.187.169,Kia,1771095132,UP,914.75,100.0,27.95,33.84
28323,82.25.84.232,Hostinger,1771095132,UP,449.86,75.01,55.41,65.04
28316,192.168.100.33,IA LOCAL,1771095131,UP,146.33,0.03,2.2,18.32
28317,147.93.179.212,1001Talleres,1771095131,UP,431.42,100.0,28.82,27.55
28318,154.38.191.168,Hyundai,1771095131,UP,507.49,18.4,27.98,30.23
28319,154.38.191.23,Autocom,1771095131,UP,623.38,100.0,28.91,26.89
28315,192.168.100.71,AGENTE C1 ,1771095130,UP,84.52,0.11,6.99,11.1
28306,154.38.191.168,Hyundai,1771095129,DOWN,,,,
28307,194.163.160.139,Quitomotors,1771095129,DOWN,,,,
28308,154.38.191.23,Autocom,1771095129,DOWN,,,,
28309,82.25.84.232,Hostinger,1771095129,DOWN,,,,
28310,109.199.117.80,Armacar,1771095129,DOWN,,,,
28311,192.168.100.71,AGENTE C1 ,1771095129,DOWN,,,,
28312,147.93.179.212,1001Talleres,1771095129,DOWN,,,,
28313,62.84.187.169,Kia,1771095129,DOWN,,,,
28314,192.168.100.33,IA LOCAL,1771095129,DOWN,,,,
28305,217.76.58.149,9rounds,1771095124,UP,3214.15,100.0,29.16,22.52
28301,194.163.160.139,Quitomotors,1771095108,UP,853.02,100.0,11.25,11.12
28302,109.199.117.80,Armacar,1771095108,UP,980.5,100.0,27.13,15.3
28303,62.84.187.169,Kia,1771095108,UP,1025.19,100.0,27.97,33.84
28304,82.25.84.232,Hostinger,1771095108,UP,662.94,75.01,54.45,65.04
28296,192.168.100.33,IA LOCAL,1771095107,UP,151.99,0.03,2.2,18.32
28297,192.168.100.71,AGENTE C1 ,1771095107,UP,72.62,0.11,7.0,11.1
28298,147.93.179.212,1001Talleres,1771095107,UP,606.24,100.0,28.58,27.55
28299,154.38.191.23,Autocom,1771095107,UP,690.18,100.0,28.84,26.89
28300,154.38.191.168,Hyundai,1771095107,UP,762.64,18.4,28.1,30.23
28295,217.76.58.149,9rounds,1771095102,UP,3229.04,100.0,29.21,22.52
28294,82.25.84.232,Hostinger,1771095096,UP,575.72,75.01,54.45,65.04
28289,147.93.179.212,1001Talleres,1771095095,UP,561.72,100.0,28.48,27.55
28290,154.38.191.23,Autocom,1771095095,UP,737.01,100.0,28.8,26.89
28291,194.163.160.139,Quitomotors,1771095095,UP,831.07,100.0,11.29,11.12
28292,62.84.187.169,Kia,1771095095,UP,942.31,100.0,28.11,33.84
28293,109.199.117.80,Armacar,1771095095,UP,839.39,100.0,27.1,15.3
28287,192.168.100.71,AGENTE C1 ,1771095094,UP,59.85,0.11,6.99,11.1
28288,154.38.191.168,Hyundai,1771095094,UP,534.28,18.4,28.0,30.23
28286,192.168.100.33,IA LOCAL,1771095093,UP,167.15,0.03,2.2,18.32
28277,154.38.191.23,Autocom,1771095092,DOWN,,,,
28278,192.168.100.71,AGENTE C1 ,1771095092,DOWN,,,,
28279,192.168.100.33,IA LOCAL,1771095092,DOWN,,,,
28280,82.25.84.232,Hostinger,1771095092,DOWN,,,,
28281,62.84.187.169,Kia,1771095092,DOWN,,,,
28282,147.93.179.212,1001Talleres,1771095092,DOWN,,,,
28283,109.199.117.80,Armacar,1771095092,DOWN,,,,
28284,194.163.160.139,Quitomotors,1771095092,DOWN,,,,
28285,154.38.191.168,Hyundai,1771095092,DOWN,,,,
28276,217.76.58.149,9rounds,1771095089,UP,5548.62,100.0,29.16,22.52
28275,82.25.84.232,Hostinger,1771095071,UP,487.27,75.01,54.25,65.04
28269,147.93.179.212,1001Talleres,1771095070,UP,514.87,100.0,28.74,27.55
28270,154.38.191.23,Autocom,1771095070,UP,623.96,100.0,28.82,26.89
28271,154.38.191.168,Hyundai,1771095070,UP,676.11,18.4,28.02,30.23
28272,194.163.160.139,Quitomotors,1771095070,UP,765.55,100.0,11.24,11.12
28273,109.199.117.80,Armacar,1771095070,UP,831.52,100.0,27.06,15.3
